# Liste des plantes (individus) utlisés dans les expériences
# Chaque plante est reliée à un stock, une expérience et un traitement (modalité expériementale) de cette expérience.
# Chacune de ces modalités se définit par les facteurs expérimentaux qui la compose.
# Cette table contient énormément de redondances !!! Simplifiez cela !
# La manière dont les identifiants sont construits est également lourde, voire problématique; simplifiez cela !
Plant_ID	Exp_ID	Seed_ID	Species	Cultivar	Treatment_Nr	Plant_Nr	Exp_Treatment_ID	Factor1	Level_Factor1	Unit_Factor1	Factor2	Level_Factor2	Unit_Factor2	Factor3	Level_Factor3	Unit_Factor3	Factor4	Level_Factor4	Unit_Factor4
Pe.8.23.4	E.Pe.8	E.pep-000.006	Peplus		23	4	E.Pe.8.23	Stress	Heat	0	Duration	48	h	Recovery	3	days	SamplingTime	52	days
Pe.8.23.5	E.Pe.8	E.pep-000.006	Peplus		23	5	E.Pe.8.23	Stress	Heat	0	Duration	48	h	Recovery	3	days	SamplingTime	52	days
Pe.8.24.1	E.Pe.8	E.pep-000.006	Peplus		24	1	E.Pe.8.24	Stress	Heat	0	Duration	48	h	Recovery	7	days	SamplingTime	56	days
Pe.8.24.2	E.Pe.8	E.pep-000.006	Peplus		24	2	E.Pe.8.24	Stress	Heat	0	Duration	48	h	Recovery	7	days	SamplingTime	56	days
Pe.8.24.3	E.Pe.8	E.pep-000.006	Peplus		24	3	E.Pe.8.24	Stress	Heat	0	Duration	48	h	Recovery	7	days	SamplingTime	56	days
Pe.8.24.4	E.Pe.8	E.pep-000.006	Peplus		24	4	E.Pe.8.24	Stress	Heat	0	Duration	48	h	Recovery	7	days	SamplingTime	56	days
Pe.8.24.5	E.Pe.8	E.pep-000.006	Peplus		24	5	E.Pe.8.24	Stress	Heat	0	Duration	48	h	Recovery	7	days	SamplingTime	56	days
Pe.8.25.1	E.Pe.8	E.pep-000.006	Peplus		25	1	E.Pe.8.25	Stress	Heat	0	Duration	72	h	Recovery	1	days	SamplingTime	51	days
Pe.8.25.2	E.Pe.8	E.pep-000.006	Peplus		25	2	E.Pe.8.25	Stress	Heat	0	Duration	72	h	Recovery	1	days	SamplingTime	51	days
Pe.8.25.3	E.Pe.8	E.pep-000.006	Peplus		25	3	E.Pe.8.25	Stress	Heat	0	Duration	72	h	Recovery	1	days	SamplingTime	51	days
Pe.8.25.4	E.Pe.8	E.pep-000.006	Peplus		25	4	E.Pe.8.25	Stress	Heat	0	Duration	72	h	Recovery	1	days	SamplingTime	51	days
Pe.8.25.5	E.Pe.8	E.pep-000.006	Peplus		25	5	E.Pe.8.25	Stress	Heat	0	Duration	72	h	Recovery	1	days	SamplingTime	51	days
Pe.8.26.1	E.Pe.8	E.pep-000.006	Peplus		26	1	E.Pe.8.26	Stress	Heat	0	Duration	72	h	Recovery	3	days	SamplingTime	53	days
Pe.8.26.2	E.Pe.8	E.pep-000.006	Peplus		26	2	E.Pe.8.26	Stress	Heat	0	Duration	72	h	Recovery	3	days	SamplingTime	53	days
Pe.8.26.3	E.Pe.8	E.pep-000.006	Peplus		26	3	E.Pe.8.26	Stress	Heat	0	Duration	72	h	Recovery	3	days	SamplingTime	53	days
Pe.8.26.4	E.Pe.8	E.pep-000.006	Peplus		26	4	E.Pe.8.26	Stress	Heat	0	Duration	72	h	Recovery	3	days	SamplingTime	53	days
Pe.8.26.5	E.Pe.8	E.pep-000.006	Peplus		26	5	E.Pe.8.26	Stress	Heat	0	Duration	72	h	Recovery	3	days	SamplingTime	53	days
Pe.8.27.1	E.Pe.8	E.pep-000.006	Peplus		27	1	E.Pe.8.27	Stress	Heat	0	Duration	72	h	Recovery	7	days	SamplingTime	57	days
Pe.8.27.2	E.Pe.8	E.pep-000.006	Peplus		27	2	E.Pe.8.27	Stress	Heat	0	Duration	72	h	Recovery	7	days	SamplingTime	57	days
Pe.8.27.3	E.Pe.8	E.pep-000.006	Peplus		27	3	E.Pe.8.27	Stress	Heat	0	Duration	72	h	Recovery	7	days	SamplingTime	57	days
Pe.8.27.4	E.Pe.8	E.pep-000.006	Peplus		27	4	E.Pe.8.27	Stress	Heat	0	Duration	72	h	Recovery	7	days	SamplingTime	57	days
Pe.8.27.5	E.Pe.8	E.pep-000.006	Peplus		27	5	E.Pe.8.27	Stress	Heat	0	Duration	72	h	Recovery	7	days	SamplingTime	57	days
Pe.8.28.1	E.Pe.8	E.pep-000.006	Peplus		28	1	E.Pe.8.28	Stress	Cold	0	Duration	24	h	Recovery	1	days	SamplingTime	49	days
Pe.8.28.2	E.Pe.8	E.pep-000.006	Peplus		28	2	E.Pe.8.28	Stress	Cold	0	Duration	24	h	Recovery	1	days	SamplingTime	49	days
Pe.8.28.3	E.Pe.8	E.pep-000.006	Peplus		28	3	E.Pe.8.28	Stress	Cold	0	Duration	24	h	Recovery	1	days	SamplingTime	49	days
Pe.8.28.4	E.Pe.8	E.pep-000.006	Peplus		28	4	E.Pe.8.28	Stress	Cold	0	Duration	24	h	Recovery	1	days	SamplingTime	49	days
Pe.8.28.5	E.Pe.8	E.pep-000.006	Peplus		28	5	E.Pe.8.28	Stress	Cold	0	Duration	24	h	Recovery	1	days	SamplingTime	49	days
Pe.8.29.1	E.Pe.8	E.pep-000.006	Peplus		29	1	E.Pe.8.29	Stress	Cold	0	Duration	24	h	Recovery	3	days	SamplingTime	51	days
Pe.8.29.2	E.Pe.8	E.pep-000.006	Peplus		29	2	E.Pe.8.29	Stress	Cold	0	Duration	24	h	Recovery	3	days	SamplingTime	51	days
Pe.8.29.3	E.Pe.8	E.pep-000.006	Peplus		29	3	E.Pe.8.29	Stress	Cold	0	Duration	24	h	Recovery	3	days	SamplingTime	51	days
Pe.8.29.4	E.Pe.8	E.pep-000.006	Peplus		29	4	E.Pe.8.29	Stress	Cold	0	Duration	24	h	Recovery	3	days	SamplingTime	51	days
Pe.8.29.5	E.Pe.8	E.pep-000.006	Peplus		29	5	E.Pe.8.29	Stress	Cold	0	Duration	24	h	Recovery	3	days	SamplingTime	51	days
Pe.8.30.1	E.Pe.8	E.pep-000.006	Peplus		30	1	E.Pe.8.30	Stress	Cold	0	Duration	24	h	Recovery	7	days	SamplingTime	55	days
Pe.8.30.2	E.Pe.8	E.pep-000.006	Peplus		30	2	E.Pe.8.30	Stress	Cold	0	Duration	24	h	Recovery	7	days	SamplingTime	55	days
Pe.8.30.3	E.Pe.8	E.pep-000.006	Peplus		30	3	E.Pe.8.30	Stress	Cold	0	Duration	24	h	Recovery	7	days	SamplingTime	55	days
Pe.8.30.4	E.Pe.8	E.pep-000.006	Peplus		30	4	E.Pe.8.30	Stress	Cold	0	Duration	24	h	Recovery	7	days	SamplingTime	55	days
Pe.8.30.5	E.Pe.8	E.pep-000.006	Peplus		30	5	E.Pe.8.30	Stress	Cold	0	Duration	24	h	Recovery	7	days	SamplingTime	55	days
Pe.8.31.1	E.Pe.8	E.pep-000.006	Peplus		31	1	E.Pe.8.31	Stress	Cold	0	Duration	48	h	Recovery	1	days	SamplingTime	50	days
Pe.8.31.2	E.Pe.8	E.pep-000.006	Peplus		31	2	E.Pe.8.31	Stress	Cold	0	Duration	48	h	Recovery	1	days	SamplingTime	50	days
Pe.8.31.3	E.Pe.8	E.pep-000.006	Peplus		31	3	E.Pe.8.31	Stress	Cold	0	Duration	48	h	Recovery	1	days	SamplingTime	50	days
Pe.8.31.4	E.Pe.8	E.pep-000.006	Peplus		31	4	E.Pe.8.31	Stress	Cold	0	Duration	48	h	Recovery	1	days	SamplingTime	50	days
Pe.8.31.5	E.Pe.8	E.pep-000.006	Peplus		31	5	E.Pe.8.31	Stress	Cold	0	Duration	48	h	Recovery	1	days	SamplingTime	50	days
Pe.8.32.1	E.Pe.8	E.pep-000.006	Peplus		32	1	E.Pe.8.32	Stress	Cold	0	Duration	48	h	Recovery	3	days	SamplingTime	52	days
Pe.8.32.2	E.Pe.8	E.pep-000.006	Peplus		32	2	E.Pe.8.32	Stress	Cold	0	Duration	48	h	Recovery	3	days	SamplingTime	52	days
Pe.8.32.3	E.Pe.8	E.pep-000.006	Peplus		32	3	E.Pe.8.32	Stress	Cold	0	Duration	48	h	Recovery	3	days	SamplingTime	52	days
Pe.8.32.4	E.Pe.8	E.pep-000.006	Peplus		32	4	E.Pe.8.32	Stress	Cold	0	Duration	48	h	Recovery	3	days	SamplingTime	52	days
Pe.8.32.5	E.Pe.8	E.pep-000.006	Peplus		32	5	E.Pe.8.32	Stress	Cold	0	Duration	48	h	Recovery	3	days	SamplingTime	52	days
Pe.8.33.1	E.Pe.8	E.pep-000.006	Peplus		33	1	E.Pe.8.33	Stress	Cold	0	Duration	48	h	Recovery	7	days	SamplingTime	56	days
Pe.8.33.2	E.Pe.8	E.pep-000.006	Peplus		33	2	E.Pe.8.33	Stress	Cold	0	Duration	48	h	Recovery	7	days	SamplingTime	56	days
Pe.8.33.3	E.Pe.8	E.pep-000.006	Peplus		33	3	E.Pe.8.33	Stress	Cold	0	Duration	48	h	Recovery	7	days	SamplingTime	56	days
Pe.8.33.4	E.Pe.8	E.pep-000.006	Peplus		33	4	E.Pe.8.33	Stress	Cold	0	Duration	48	h	Recovery	7	days	SamplingTime	56	days
Pe.8.33.5	E.Pe.8	E.pep-000.006	Peplus		33	5	E.Pe.8.33	Stress	Cold	0	Duration	48	h	Recovery	7	days	SamplingTime	56	days
Pe.8.34.1	E.Pe.8	E.pep-000.006	Peplus		34	1	E.Pe.8.34	Stress	Cold	0	Duration	72	h	Recovery	1	days	SamplingTime	51	days
Pe.8.34.2	E.Pe.8	E.pep-000.006	Peplus		34	2	E.Pe.8.34	Stress	Cold	0	Duration	72	h	Recovery	1	days	SamplingTime	51	days
Pe.8.34.3	E.Pe.8	E.pep-000.006	Peplus		34	3	E.Pe.8.34	Stress	Cold	0	Duration	72	h	Recovery	1	days	SamplingTime	51	days
Pe.8.34.4	E.Pe.8	E.pep-000.006	Peplus		34	4	E.Pe.8.34	Stress	Cold	0	Duration	72	h	Recovery	1	days	SamplingTime	51	days
Pe.8.34.5	E.Pe.8	E.pep-000.006	Peplus		34	5	E.Pe.8.34	Stress	Cold	0	Duration	72	h	Recovery	1	days	SamplingTime	51	days
Pe.8.35.1	E.Pe.8	E.pep-000.006	Peplus		35	1	E.Pe.8.35	Stress	Cold	0	Duration	72	h	Recovery	3	days	SamplingTime	53	days
Pe.8.35.2	E.Pe.8	E.pep-000.006	Peplus		35	2	E.Pe.8.35	Stress	Cold	0	Duration	72	h	Recovery	3	days	SamplingTime	53	days
Pe.8.35.3	E.Pe.8	E.pep-000.006	Peplus		35	3	E.Pe.8.35	Stress	Cold	0	Duration	72	h	Recovery	3	days	SamplingTime	53	days
Pe.8.35.4	E.Pe.8	E.pep-000.006	Peplus		35	4	E.Pe.8.35	Stress	Cold	0	Duration	72	h	Recovery	3	days	SamplingTime	53	days
Pe.8.35.5	E.Pe.8	E.pep-000.006	Peplus		35	5	E.Pe.8.35	Stress	Cold	0	Duration	72	h	Recovery	3	days	SamplingTime	53	days
Pe.8.36.1	E.Pe.8	E.pep-000.006	Peplus		36	1	E.Pe.8.36	Stress	Cold	0	Duration	72	h	Recovery	7	days	SamplingTime	57	days
Pe.8.36.2	E.Pe.8	E.pep-000.006	Peplus		36	2	E.Pe.8.36	Stress	Cold	0	Duration	72	h	Recovery	7	days	SamplingTime	57	days
Pe.8.36.3	E.Pe.8	E.pep-000.006	Peplus		36	3	E.Pe.8.36	Stress	Cold	0	Duration	72	h	Recovery	7	days	SamplingTime	57	days
Pe.8.36.4	E.Pe.8	E.pep-000.006	Peplus		36	4	E.Pe.8.36	Stress	Cold	0	Duration	72	h	Recovery	7	days	SamplingTime	57	days
Pe.8.36.5	E.Pe.8	E.pep-000.006	Peplus		36	5	E.Pe.8.36	Stress	Cold	0	Duration	72	h	Recovery	7	days	SamplingTime	57	days
Pe.8.37.1	E.Pe.8	E.pep-000.006	Peplus		37	1	E.Pe.8.37	Stress	Wound	0	Duration	0	h	Recovery	1	days	SamplingTime	48	days
Pe.8.37.2	E.Pe.8	E.pep-000.006	Peplus		37	2	E.Pe.8.37	Stress	Wound	0	Duration	0	h	Recovery	1	days	SamplingTime	48	days
Pe.8.37.3	E.Pe.8	E.pep-000.006	Peplus		37	3	E.Pe.8.37	Stress	Wound	0	Duration	0	h	Recovery	1	days	SamplingTime	48	days
Pe.8.37.4	E.Pe.8	E.pep-000.006	Peplus		37	4	E.Pe.8.37	Stress	Wound	0	Duration	0	h	Recovery	1	days	SamplingTime	48	days
Pe.8.37.5	E.Pe.8	E.pep-000.006	Peplus		37	5	E.Pe.8.37	Stress	Wound	0	Duration	0	h	Recovery	1	days	SamplingTime	48	days
Pe.8.38.1	E.Pe.8	E.pep-000.006	Peplus		38	1	E.Pe.8.38	Stress	Wound	0	Duration	0	h	Recovery	3	days	SamplingTime	50	days
Pe.8.38.2	E.Pe.8	E.pep-000.006	Peplus		38	2	E.Pe.8.38	Stress	Wound	0	Duration	0	h	Recovery	3	days	SamplingTime	50	days
Pe.8.38.3	E.Pe.8	E.pep-000.006	Peplus		38	3	E.Pe.8.38	Stress	Wound	0	Duration	0	h	Recovery	3	days	SamplingTime	50	days
Pe.8.38.4	E.Pe.8	E.pep-000.006	Peplus		38	4	E.Pe.8.38	Stress	Wound	0	Duration	0	h	Recovery	3	days	SamplingTime	50	days
Pe.8.38.5	E.Pe.8	E.pep-000.006	Peplus		38	5	E.Pe.8.38	Stress	Wound	0	Duration	0	h	Recovery	3	days	SamplingTime	50	days
Pe.8.39.1	E.Pe.8	E.pep-000.006	Peplus		39	1	E.Pe.8.39	Stress	Wound	0	Duration	0	h	Recovery	7	days	SamplingTime	54	days
Pe.8.39.2	E.Pe.8	E.pep-000.006	Peplus		39	2	E.Pe.8.39	Stress	Wound	0	Duration	0	h	Recovery	7	days	SamplingTime	54	days
Pe.8.39.3	E.Pe.8	E.pep-000.006	Peplus		39	3	E.Pe.8.39	Stress	Wound	0	Duration	0	h	Recovery	7	days	SamplingTime	54	days
Pe.8.39.4	E.Pe.8	E.pep-000.006	Peplus		39	4	E.Pe.8.39	Stress	Wound	0	Duration	0	h	Recovery	7	days	SamplingTime	54	days
Pe.8.39.5	E.Pe.8	E.pep-000.006	Peplus		39	5	E.Pe.8.39	Stress	Wound	0	Duration	0	h	Recovery	7	days	SamplingTime	54	days
Pe.8.40.1	E.Pe.8	E.pep-000.006	Peplus		40	1	E.Pe.8.40	Stress	Wound	0	Duration	0	h	Recovery	14	days	SamplingTime	61	days
Pe.8.40.2	E.Pe.8	E.pep-000.006	Peplus		40	2	E.Pe.8.40	Stress	Wound	0	Duration	0	h	Recovery	14	days	SamplingTime	61	days
Pe.8.40.3	E.Pe.8	E.pep-000.006	Peplus		40	3	E.Pe.8.40	Stress	Wound	0	Duration	0	h	Recovery	14	days	SamplingTime	61	days
Pe.8.40.4	E.Pe.8	E.pep-000.006	Peplus		40	4	E.Pe.8.40	Stress	Wound	0	Duration	0	h	Recovery	14	days	SamplingTime	61	days
Pe.8.40.5	E.Pe.8	E.pep-000.006	Peplus		40	5	E.Pe.8.40	Stress	Wound	0	Duration	0	h	Recovery	14	days	SamplingTime	61	days
Pe.9.1.1	E.Pe.9	E.pep-000.006	Peplus		1	1	E.Pe.9.1	Irrigation	Wick	0	Substrate	Bril/ArgexF	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	3	gr/L
Pe.9.1.2	E.Pe.9	E.pep-000.006	Peplus		1	2	E.Pe.9.1	Irrigation	Wick	0	Substrate	Bril/ArgexF	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	3	gr/L
Pe.9.1.3	E.Pe.9	E.pep-000.006	Peplus		1	3	E.Pe.9.1	Irrigation	Wick	0	Substrate	Bril/ArgexF	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	3	gr/L
Pe.9.1.4	E.Pe.9	E.pep-000.006	Peplus		1	4	E.Pe.9.1	Irrigation	Wick	0	Substrate	Bril/ArgexF	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	3	gr/L
Pe.9.1.5	E.Pe.9	E.pep-000.006	Peplus		1	5	E.Pe.9.1	Irrigation	Wick	0	Substrate	Bril/ArgexF	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	3	gr/L
Pe.9.2.1	E.Pe.9	E.pep-000.006	Peplus		2	1	E.Pe.9.2	Irrigation	Wick	0	Substrate	Bril/ArgexF	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	6	gr/L
Pe.9.2.2	E.Pe.9	E.pep-000.006	Peplus		2	2	E.Pe.9.2	Irrigation	Wick	0	Substrate	Bril/ArgexF	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	6	gr/L
Pe.9.2.3	E.Pe.9	E.pep-000.006	Peplus		2	3	E.Pe.9.2	Irrigation	Wick	0	Substrate	Bril/ArgexF	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	6	gr/L
Pe.9.2.4	E.Pe.9	E.pep-000.006	Peplus		2	4	E.Pe.9.2	Irrigation	Wick	0	Substrate	Bril/ArgexF	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	6	gr/L
Pe.9.2.5	E.Pe.9	E.pep-000.006	Peplus		2	5	E.Pe.9.2	Irrigation	Wick	0	Substrate	Bril/ArgexF	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	6	gr/L
Pe.9.3.1	E.Pe.9	E.pep-000.006	Peplus		3	1	E.Pe.9.3	Irrigation	Wick	0	Substrate	Bril/ArgexF	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	12	gr/L
Pe.9.3.2	E.Pe.9	E.pep-000.006	Peplus		3	2	E.Pe.9.3	Irrigation	Wick	0	Substrate	Bril/ArgexF	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	12	gr/L
Pe.9.3.3	E.Pe.9	E.pep-000.006	Peplus		3	3	E.Pe.9.3	Irrigation	Wick	0	Substrate	Bril/ArgexF	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	12	gr/L
Pe.9.3.4	E.Pe.9	E.pep-000.006	Peplus		3	4	E.Pe.9.3	Irrigation	Wick	0	Substrate	Bril/ArgexF	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	12	gr/L
Pe.9.3.5	E.Pe.9	E.pep-000.006	Peplus		3	5	E.Pe.9.3	Irrigation	Wick	0	Substrate	Bril/ArgexF	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	12	gr/L
Pe.9.4.1	E.Pe.9	E.pep-000.006	Peplus		4	1	E.Pe.9.4	Irrigation	Wick	0	Substrate	Bril/ArgexF	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	24	gr/L
Pe.9.4.2	E.Pe.9	E.pep-000.006	Peplus		4	2	E.Pe.9.4	Irrigation	Wick	0	Substrate	Bril/ArgexF	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	24	gr/L
Pe.9.4.3	E.Pe.9	E.pep-000.006	Peplus		4	3	E.Pe.9.4	Irrigation	Wick	0	Substrate	Bril/ArgexF	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	24	gr/L
Pe.9.4.4	E.Pe.9	E.pep-000.006	Peplus		4	4	E.Pe.9.4	Irrigation	Wick	0	Substrate	Bril/ArgexF	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	24	gr/L
Pe.9.4.5	E.Pe.9	E.pep-000.006	Peplus		4	5	E.Pe.9.4	Irrigation	Wick	0	Substrate	Bril/ArgexF	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	24	gr/L
Pe.9.5.1	E.Pe.9	E.pep-000.006	Peplus		5	1	E.Pe.9.5	Irrigation	AeroFlo	0	Substrate	ArgexB	0	Fertiliser	FloraSeries	0	FertiliserLevel	1200	mS
Pe.9.5.2	E.Pe.9	E.pep-000.006	Peplus		5	2	E.Pe.9.5	Irrigation	AeroFlo	0	Substrate	ArgexB	0	Fertiliser	FloraSeries	0	FertiliserLevel	1200	mS
Pe.9.5.3	E.Pe.9	E.pep-000.006	Peplus		5	3	E.Pe.9.5	Irrigation	AeroFlo	0	Substrate	ArgexB	0	Fertiliser	FloraSeries	0	FertiliserLevel	1200	mS
Pe.9.5.4	E.Pe.9	E.pep-000.006	Peplus		5	4	E.Pe.9.5	Irrigation	AeroFlo	0	Substrate	ArgexB	0	Fertiliser	FloraSeries	0	FertiliserLevel	1200	mS
Pe.9.5.5	E.Pe.9	E.pep-000.006	Peplus		5	5	E.Pe.9.5	Irrigation	AeroFlo	0	Substrate	ArgexB	0	Fertiliser	FloraSeries	0	FertiliserLevel	1200	mS
Pe.9.6.1	E.Pe.9	E.pep-000.006	Peplus		6	1	E.Pe.9.6	Irrigation	AeroFlo	0	Substrate	CocoChip	0	Fertiliser	FloraSeries	0	FertiliserLevel	1200	mS
Pe.9.6.2	E.Pe.9	E.pep-000.006	Peplus		6	2	E.Pe.9.6	Irrigation	AeroFlo	0	Substrate	CocoChip	0	Fertiliser	FloraSeries	0	FertiliserLevel	1200	mS
Pe.9.6.3	E.Pe.9	E.pep-000.006	Peplus		6	3	E.Pe.9.6	Irrigation	AeroFlo	0	Substrate	CocoChip	0	Fertiliser	FloraSeries	0	FertiliserLevel	1200	mS
Pe.9.6.4	E.Pe.9	E.pep-000.006	Peplus		6	4	E.Pe.9.6	Irrigation	AeroFlo	0	Substrate	CocoChip	0	Fertiliser	FloraSeries	0	FertiliserLevel	1200	mS
Pe.9.6.5	E.Pe.9	E.pep-000.006	Peplus		6	5	E.Pe.9.6	Irrigation	AeroFlo	0	Substrate	CocoChip	0	Fertiliser	FloraSeries	0	FertiliserLevel	1200	mS
Pe.9.7.1	E.Pe.9	E.pep-000.006	Peplus		7	1	E.Pe.9.7	Irrigation	AeroFlo	0	Substrate	Coco/Argex 1+2	0	Fertiliser	FloraSeries	0	FertiliserLevel	1200	mS
Pe.9.7.2	E.Pe.9	E.pep-000.006	Peplus		7	2	E.Pe.9.7	Irrigation	AeroFlo	0	Substrate	Coco/Argex 1+2	0	Fertiliser	FloraSeries	0	FertiliserLevel	1200	mS
Pe.9.7.3	E.Pe.9	E.pep-000.006	Peplus		7	3	E.Pe.9.7	Irrigation	AeroFlo	0	Substrate	Coco/Argex 1+2	0	Fertiliser	FloraSeries	0	FertiliserLevel	1200	mS
Pe.9.7.4	E.Pe.9	E.pep-000.006	Peplus		7	4	E.Pe.9.7	Irrigation	AeroFlo	0	Substrate	Coco/Argex 1+2	0	Fertiliser	FloraSeries	0	FertiliserLevel	1200	mS
Pe.9.7.5	E.Pe.9	E.pep-000.006	Peplus		7	5	E.Pe.9.7	Irrigation	AeroFlo	0	Substrate	Coco/Argex 1+2	0	Fertiliser	FloraSeries	0	FertiliserLevel	1200	mS
Pe.9.8.1	E.Pe.9	E.pep-000.006	Peplus		8	1	E.Pe.9.8	Irrigation	AeroFlo	0	Substrate	Coco/Argex 1+1	0	Fertiliser	FloraSeries	0	FertiliserLevel	1200	mS
Pe.9.8.2	E.Pe.9	E.pep-000.006	Peplus		8	2	E.Pe.9.8	Irrigation	AeroFlo	0	Substrate	Coco/Argex 1+1	0	Fertiliser	FloraSeries	0	FertiliserLevel	1200	mS
Pe.9.8.3	E.Pe.9	E.pep-000.006	Peplus		8	3	E.Pe.9.8	Irrigation	AeroFlo	0	Substrate	Coco/Argex 1+1	0	Fertiliser	FloraSeries	0	FertiliserLevel	1200	mS
Pe.9.8.4	E.Pe.9	E.pep-000.006	Peplus		8	4	E.Pe.9.8	Irrigation	AeroFlo	0	Substrate	Coco/Argex 1+1	0	Fertiliser	FloraSeries	0	FertiliserLevel	1200	mS
Pe.9.8.5	E.Pe.9	E.pep-000.006	Peplus		8	5	E.Pe.9.8	Irrigation	AeroFlo	0	Substrate	Coco/Argex 1+1	0	Fertiliser	FloraSeries	0	FertiliserLevel	1200	mS
Pe.9.9.1	E.Pe.9	E.pep-000.006	Peplus		9	1	E.Pe.9.9	Irrigation	Ebb&Grow	0	Substrate	Bril/ArgexF 4+1	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	12	gr/L
Pe.9.9.2	E.Pe.9	E.pep-000.006	Peplus		9	2	E.Pe.9.9	Irrigation	Ebb&Grow	0	Substrate	Bril/ArgexF 4+1	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	12	gr/L
Pe.9.9.3	E.Pe.9	E.pep-000.006	Peplus		9	3	E.Pe.9.9	Irrigation	Ebb&Grow	0	Substrate	Bril/ArgexF 4+1	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	12	gr/L
Pe.9.9.4	E.Pe.9	E.pep-000.006	Peplus		9	4	E.Pe.9.9	Irrigation	Ebb&Grow	0	Substrate	Bril/ArgexF 4+1	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	12	gr/L
Pe.9.9.5	E.Pe.9	E.pep-000.006	Peplus		9	5	E.Pe.9.9	Irrigation	Ebb&Grow	0	Substrate	Bril/ArgexF 4+1	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	12	gr/L
Pe.9.10.1	E.Pe.9	E.pep-000.006	Peplus		10	1	E.Pe.9.10	Irrigation	Ebb&Grow	0	Substrate	CocoChip	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	12	gr/L
Pe.9.10.2	E.Pe.9	E.pep-000.006	Peplus		10	2	E.Pe.9.10	Irrigation	Ebb&Grow	0	Substrate	CocoChip	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	12	gr/L
Pe.9.10.3	E.Pe.9	E.pep-000.006	Peplus		10	3	E.Pe.9.10	Irrigation	Ebb&Grow	0	Substrate	CocoChip	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	12	gr/L
Pe.9.10.4	E.Pe.9	E.pep-000.006	Peplus		10	4	E.Pe.9.10	Irrigation	Ebb&Grow	0	Substrate	CocoChip	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	12	gr/L
Pe.9.10.5	E.Pe.9	E.pep-000.006	Peplus		10	5	E.Pe.9.10	Irrigation	Ebb&Grow	0	Substrate	CocoChip	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	12	gr/L
Pe.9.11.1	E.Pe.9	E.pep-000.006	Peplus		11	1	E.Pe.9.11	Irrigation	Ebb&Grow	0	Substrate	CocoChip+Peat 3+1	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	12	gr/L
Pe.9.11.2	E.Pe.9	E.pep-000.006	Peplus		11	2	E.Pe.9.11	Irrigation	Ebb&Grow	0	Substrate	CocoChip+Peat 3+1	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	12	gr/L
Pe.9.11.3	E.Pe.9	E.pep-000.006	Peplus		11	3	E.Pe.9.11	Irrigation	Ebb&Grow	0	Substrate	CocoChip+Peat 3+1	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	12	gr/L
Pe.9.11.4	E.Pe.9	E.pep-000.006	Peplus		11	4	E.Pe.9.11	Irrigation	Ebb&Grow	0	Substrate	CocoChip+Peat 3+1	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	12	gr/L
Pe.9.11.5	E.Pe.9	E.pep-000.006	Peplus		11	5	E.Pe.9.11	Irrigation	Ebb&Grow	0	Substrate	CocoChip+Peat 3+1	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	12	gr/L
Pe.9.12.1	E.Pe.9	E.pep-000.006	Peplus		12	1	E.Pe.9.12	Irrigation	Ebb&Grow	0	Substrate	CocoChip/ArgexF 3+1	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	12	gr/L
Pe.9.12.2	E.Pe.9	E.pep-000.006	Peplus		12	2	E.Pe.9.12	Irrigation	Ebb&Grow	0	Substrate	CocoChip/ArgexF 3+1	0	Fertiliser	Osmocote8-9M	0	FertiliserLevel	12	gr/L
